pickup_grid,trips,avg_value,lat,lon
-260_7348,481,0.023097713097713097,-1.2975,36.7425
-250_7386,329,0.02303647416413374,-1.2475,36.9325
-257_7355,3829,0.02302161138678506,-1.2825,36.7775
-263_7379,8280,0.022985537439613526,-1.3125,36.8975
-265_7378,811,0.022966707768187423,-1.3225,36.8925
-242_7378,2200,0.02294954545454545,-1.2075,36.8925
-254_7375,335,0.02284776119402985,-1.2675,36.8775
-261_7351,556,0.02281474820143885,-1.3025,36.7575
-260_7381,1396,0.02279333810888252,-1.2975,36.9075
-252_7357,1845,0.02260189701897019,-1.2575,36.7875
-253_7357,3069,0.02255221570544151,-1.2625,36.7875
-248_7379,2027,0.02254896398618648,-1.2375,36.8975
-250_7377,159,0.022547169811320756,-1.2475,36.8875
-260_7354,5629,0.022517631906200035,-1.2975,36.7725
-246_7379,511,0.022490704500978474,-1.2275,36.8975
-259_7357,47328,0.02246147629310345,-1.2925,36.7875
-266_7377,2029,0.02243962543124692,-1.3275000000000001,36.8875
-262_7359,1285,0.022437354085603115,-1.3075,36.7975
-247_7373,695,0.02242589928057554,-1.2325,36.8675
-252_7386,3081,0.022371308016877638,-1.2575,36.9325
-266_7358,736,0.022271739130434783,-1.3275000000000001,36.792500000000004
-265_7375,1767,0.02226146010186757,-1.3225,36.8775
-258_7381,1389,0.022203383729301654,-1.2875,36.9075
-254_7359,5164,0.02218169054996127,-1.2675,36.7975
